,Company,Year,ret,Sentiment_Score,Mkt-RF,RF
399,AAPL,2017,0.4420812300807391,-0.10758871800000001,5.70%,2.33%
400,ABBV,2017,0.9818238008837286,0.056762220999999995,5.70%,2.33%
401,ABC,2017,0.11326852958397216,0.13392858900000001,5.70%,2.33%
402,ABT,2017,0.5552827453488227,0.12573295199999998,5.70%,2.33%
403,ACN,2017,0.1317725108376291,0.208758337,5.70%,2.33%
404,ADBE,2017,0.7172399611865257,0.177198983,5.70%,2.33%
405,ADI,2017,0.20568114596932108,0.059573592,5.70%,2.33%
406,ADM,2017,-0.007501354347401512,0.085691813,5.70%,2.33%
407,ADP,2017,0.372242391895115,0.205854471,5.70%,2.33%
408,ADSK,2017,0.6078069874210517,0.000675017,5.70%,2.33%
409,AEE,2017,0.11870794572772958,0.108498303,5.70%,2.33%
410,AEP,2017,0.11924583502665032,0.0,5.70%,2.33%
411,AES,2017,0.06996246498369985,-0.086186161,5.70%,2.33%
412,AFL,2017,0.287958398088608,0.034033207999999995,5.70%,2.33%
413,AIG,2017,-0.0033014938957518503,-0.101013676,5.70%,2.33%
414,AIV,2017,-0.03601803780488966,0.146349434,5.70%,2.33%
415,AIZ,2017,-0.029117510547552183,0.011698423000000001,5.70%,2.33%
416,AJG,2017,0.3213792426084423,0.04977475,5.70%,2.33%
417,AKAM,2017,-0.018433859976471623,0.095791436,5.70%,2.33%
418,ALB,2017,0.1906788817437406,0.097835934,5.70%,2.33%
419,ALK,2017,-0.30787578713630115,0.174056452,5.70%,2.33%
420,ALL,2017,0.32395433987040234,0.059907681,5.70%,2.33%
421,ALLE,2017,0.3082346356839072,0.305538711,5.70%,2.33%
422,AMAT,2017,0.7989427343839546,0.168784199,5.70%,2.33%
423,AME,2017,0.4982134300710239,-0.0042471209999999995,5.70%,2.33%
424,AMG,2017,0.3493826924073653,0.09454389,5.70%,2.33%
425,AMGN,2017,0.27322894754937077,-0.009976113,5.70%,2.33%
426,AMP,2017,0.5576505189599581,0.033659413,5.70%,2.33%
427,AMT,2017,0.4374033760557865,0.08577218800000001,5.70%,2.33%
428,AMZN,2017,0.7315204387521927,0.171377581,5.70%,2.33%
429,AN,2017,0.16096543885657089,-0.051680239,5.70%,2.33%
430,AON,2017,0.2752076996543955,0.100072295,5.70%,2.33%
431,APA,2017,-0.2403626419468814,-0.10805613800000001,5.70%,2.33%
432,APD,2017,0.23006762729221508,0.069405787,5.70%,2.33%
433,APH,2017,0.39394581621572833,0.1703367,5.70%,2.33%
434,ATVI,2017,0.8189457592064864,0.045762145,5.70%,2.33%
435,AVB,2017,0.00016235771003203503,0.018209543,5.70%,2.33%
436,AVY,2017,0.6592699098644745,0.0,5.70%,2.33%
437,AWK,2017,0.17927658596651797,0.05822410099999999,5.70%,2.33%
438,AXP,2017,0.29691831077775976,0.047741614,5.70%,2.33%
439,AYI,2017,-0.35558805002565996,0.209210641,5.70%,2.33%
440,AZO,2017,-0.23113011712721043,0.110572429,5.70%,2.33%
441,BA,2017,1.0965489600996716,-0.030006465,5.70%,2.33%
442,BAC,2017,0.4110550909259938,0.085881289,5.70%,2.33%
443,BBBY,2017,-0.2120419807277084,0.09312267199999999,5.70%,2.33%
444,BBY,2017,0.49013715242439293,0.12038658099999999,5.70%,2.33%
445,BDX,2017,0.2625450111636549,-0.09445607,5.70%,2.33%
446,BEN,2017,0.28776210984017236,-0.075450093,5.70%,2.33%
447,BIIB,2017,0.27722234099872956,0.010988553,5.70%,2.33%
448,BLK,2017,0.5342921004043253,0.024141968,5.70%,2.33%
449,BMY,2017,0.34925318871810473,0.11325876300000001,5.70%,2.33%
450,BSX,2017,0.17526206449973203,0.12492490099999999,5.70%,2.33%
451,BWA,2017,0.41680809482008097,0.032015327,5.70%,2.33%
452,BXP,2017,-0.06088216824643744,0.021330309,5.70%,2.33%
453,C,2017,0.40899407888341077,-0.036556099,5.70%,2.33%
454,CAG,2017,0.030665346027271223,-0.0027114,5.70%,2.33%
455,CAH,2017,-0.04038402929405793,0.084739001,5.70%,2.33%
456,CB,2017,0.18535310179229447,0.02228174,5.70%,2.33%
457,CCI,2017,0.318074303720971,0.17292117699999998,5.70%,2.33%
458,CCL,2017,0.3151282276142833,0.0,5.70%,2.33%
459,CF,2017,0.23160266449211053,-0.050763532,5.70%,2.33%
460,CFG,2017,0.28628790520948333,0.12077718300000001,5.70%,2.33%
461,CHD,2017,0.10077018531902437,0.049019118,5.70%,2.33%
462,CHRW,2017,0.27090511858107225,0.00361683,5.70%,2.33%
463,CHTR,2017,0.15939046021223646,0.13429721,5.70%,2.33%
464,CINF,2017,0.12779065589738892,0.294341609,5.70%,2.33%
465,CLX,2017,0.04272857980669387,0.0,5.70%,2.33%
466,CMA,2017,0.4120683354650101,0.0,5.70%,2.33%
467,CMCSA,2017,0.1425655478237433,0.06688293099999999,5.70%,2.33%
468,CME,2017,0.33070057443855405,-0.01530194,5.70%,2.33%
469,CMG,2017,-0.22938155959970752,0.12304904800000001,5.70%,2.33%
470,CMI,2017,0.3081218508703547,0.064954466,5.70%,2.33%
471,CMS,2017,0.08562270627152913,0.135511612,5.70%,2.33%
472,CNC,2017,0.7321115926917332,0.125464819,5.70%,2.33%
473,CNP,2017,0.11904033831497207,-0.059916565,5.70%,2.33%
474,COF,2017,0.18708416877870127,0.082659547,5.70%,2.33%
475,COO,2017,0.46664287719150965,0.17347631,5.70%,2.33%
476,COP,2017,0.25906941913760595,0.098723483,5.70%,2.33%
477,COST,2017,0.15520130327745507,0.230188105,5.70%,2.33%
478,COTY,2017,-0.21579647167526772,-0.06364913400000001,5.70%,2.33%
479,CPB,2017,-0.14181156684556173,0.008052219000000001,5.70%,2.33%
480,CRM,2017,0.18066269826266224,0.093363076,5.70%,2.33%
481,CSCO,2017,0.03405297274510133,-0.083826638,5.70%,2.33%
482,CSX,2017,0.2158637104308172,-0.172070182,5.70%,2.33%
483,CTAS,2017,0.30099900992994333,0.22571003,5.70%,2.33%
484,CTSH,2017,0.458506369714204,0.14475100300000002,5.70%,2.33%
485,CTXS,2017,0.27729723001608253,0.026830688999999998,5.70%,2.33%
486,CVS,2017,0.04566794529026241,0.0,5.70%,2.33%
487,CVX,2017,0.1644210080293944,0.0,5.70%,2.33%
488,D,2017,0.03934836853883028,-0.028778643,5.70%,2.33%
489,DAL,2017,0.2019081860323313,0.036560865,5.70%,2.33%
490,DD,2017,0.2829423368092461,0.06995931,5.70%,2.33%
491,DE,2017,0.5226899435194012,0.0,5.70%,2.33%
492,DFS,2017,0.16870351525416782,0.031452499,5.70%,2.33%
493,DG,2017,-0.012381300487814384,0.114989325,5.70%,2.33%
494,DGX,2017,0.20505603455001764,0.0,5.70%,2.33%
495,DHI,2017,0.5565472695744236,0.146736964,5.70%,2.33%
496,DHR,2017,0.2724587680168855,0.24834764,5.70%,2.33%
497,DLR,2017,0.03481864774593357,-0.039983099999999994,5.70%,2.33%
498,DLTR,2017,-0.008598161263629334,0.058181841,5.70%,2.33%
499,DOV,2017,0.39431917001568917,0.19631343199999998,5.70%,2.33%
500,DRI,2017,0.4679919465710023,0.220219468,5.70%,2.33%
501,DTE,2017,0.10653598254573193,0.149925619,5.70%,2.33%
502,DVA,2017,0.245935315016925,-0.031966983,5.70%,2.33%
503,DVN,2017,-0.07257886488289278,0.08481036,5.70%,2.33%
504,EA,2017,0.5072351341204593,0.081450095,5.70%,2.33%
505,EBAY,2017,0.2558287127543748,-0.012533996,5.70%,2.33%
506,ECL,2017,0.14564333251990735,0.160971899,5.70%,2.33%
507,ED,2017,0.12414867030869337,0.0,5.70%,2.33%
508,EFX,2017,0.06168511195889104,0.070967974,5.70%,2.33%
509,EIX,2017,-0.1045983416568338,-0.134038722,5.70%,2.33%
510,EL,2017,0.0758795881752341,0.272407723,5.70%,2.33%
511,EMN,2017,0.32106978168732936,-0.03101268,5.70%,2.33%
512,EMR,2017,0.3736490539103352,0.000691274,5.70%,2.33%
513,ENDP,2017,-0.4115157017504404,0.006946048000000001,5.70%,2.33%
514,EOG,2017,0.14575799264345934,0.07441151,5.70%,2.33%
515,EQIX,2017,0.1590982843108435,0.093567884,5.70%,2.33%
516,EQR,2017,0.02918358750280725,0.093803949,5.70%,2.33%
517,EQT,2017,-0.11554336934723786,0.063877636,5.70%,2.33%
518,ES,2017,0.18529096286379532,0.066059279,5.70%,2.33%
519,ESS,2017,0.04513448351603366,-0.016384909,5.70%,2.33%
520,ETN,2017,0.24208435271574458,0.0,5.70%,2.33%
521,EW,2017,0.31377631669635764,0.195719874,5.70%,2.33%
522,EXC,2017,0.13249633956529183,0.0043734690000000005,5.70%,2.33%
523,EXPD,2017,0.24450826125472447,0.120038746,5.70%,2.33%
524,EXPE,2017,0.06994060903514532,0.194945868,5.70%,2.33%
525,EXR,2017,0.1934523071778178,0.033852189,5.70%,2.33%
526,F,2017,-0.047935839253372414,0.07392191599999999,5.70%,2.33%
527,FAST,2017,0.14342447724471818,0.110732009,5.70%,2.33%
528,FBHS,2017,0.28771232053800766,0.166104043,5.70%,2.33%
529,FDX,2017,0.4446909025925956,0.0,5.70%,2.33%
530,FE,2017,0.1358384635182759,-0.081490382,5.70%,2.33%
531,FFIV,2017,-0.13443317095639107,0.031749507999999996,5.70%,2.33%
532,FIS,2017,0.30675039336682897,0.139739676,5.70%,2.33%
533,FISV,2017,0.3179842004165374,0.36466494299999996,5.70%,2.33%
534,FITB,2017,0.2822180489041315,0.057262657,5.70%,2.33%
535,FL,2017,0.23728732407441577,0.272134411,5.70%,2.33%
536,FLR,2017,0.09470348349794389,0.020680743999999997,5.70%,2.33%
537,FLS,2017,-0.08880300671197339,0.024043626000000002,5.70%,2.33%
538,FMC,2017,0.5260366310714457,0.127277356,5.70%,2.33%
539,FRT,2017,-0.11390699099923673,0.0036848329999999998,5.70%,2.33%
540,FSLR,2017,1.1627980447401751,-0.055145652,5.70%,2.33%
541,GD,2017,0.24985813497817144,0.256894018,5.70%,2.33%
542,GILD,2017,0.25624154959902734,-0.002968826,5.70%,2.33%
543,GIS,2017,-0.1297492358398482,0.030060276,5.70%,2.33%
544,GLW,2017,0.23912772916966096,0.167993088,5.70%,2.33%
545,GM,2017,0.22388236946012485,0.130944489,5.70%,2.33%
546,GOOGL,2017,0.4291418725785683,0.23609581899999998,5.70%,2.33%
547,GPC,2017,0.11628167419433799,0.31506649999999997,5.70%,2.33%
548,GPN,2017,0.5615428736455004,0.10116328699999999,5.70%,2.33%
549,GPS,2017,-0.05207530565634999,0.09726337300000001,5.70%,2.33%
550,GRMN,2017,0.39754636033294766,0.13814852,5.70%,2.33%
551,GS,2017,0.16429200062110105,0.0010526280000000001,5.70%,2.33%
552,GT,2017,0.14230931363750332,-0.03990104,5.70%,2.33%
553,GWW,2017,0.10953286731550271,0.184383529,5.70%,2.33%
554,HAL,2017,-0.02581858423773309,0.0,5.70%,2.33%
555,HAS,2017,0.12911101985711637,0.15749428,5.70%,2.33%
556,HBAN,2017,0.21280974827147547,0.180466391,5.70%,2.33%
557,HBI,2017,-0.003941972345929301,0.11506364599999999,5.70%,2.33%
558,HCA,2017,0.27948031358820224,0.137430652,5.70%,2.33%
559,HD,2017,0.1773594474900242,0.366168706,5.70%,2.33%
560,HES,2017,-0.04211096226365252,-0.066404169,5.70%,2.33%
561,HIG,2017,0.21124764691674258,0.010328696,5.70%,2.33%
562,HOG,2017,-0.0971163160567432,0.113649093,5.70%,2.33%
563,HOLX,2017,-0.025150619086319548,0.010453005999999999,5.70%,2.33%
564,HON,2017,0.3620875965723498,0.182979295,5.70%,2.33%
565,HPE,2017,0.022981592054386546,-0.077125632,5.70%,2.33%
566,HPQ,2017,0.43609047972833426,-0.061396367,5.70%,2.33%
567,HRB,2017,0.27957092341436085,-0.0456603,5.70%,2.33%
568,HRL,2017,-0.004484755594342804,0.0,5.70%,2.33%
569,HST,2017,0.21464239580646627,-0.12199742,5.70%,2.33%
570,HSY,2017,0.06701208898319644,0.25466595399999997,5.70%,2.33%
571,HUM,2017,0.42652298947295075,0.032065663,5.70%,2.33%
572,IBM,2017,-0.03318396867795703,0.0,5.70%,2.33%
573,ICE,2017,0.2850779265106629,-0.001328754,5.70%,2.33%
574,IDXX,2017,0.5484646998995073,0.21728117100000002,5.70%,2.33%
575,IFF,2017,0.2835696562817156,0.22451497,5.70%,2.33%
576,INTC,2017,0.3734564362741737,0.4566617,5.70%,2.33%
577,INTU,2017,0.27392839874329744,0.161058424,5.70%,2.33%
578,IP,2017,0.16918190466162097,0.251503761,5.70%,2.33%
579,IPG,2017,-0.062293683518719,0.117195986,5.70%,2.33%
580,IRM,2017,0.008427400002880558,0.017931505,5.70%,2.33%
581,ISRG,2017,0.859823354423308,0.19383418,5.70%,2.33%
582,ITW,2017,0.3869959895267958,0.552921702,5.70%,2.33%
583,IVZ,2017,0.2994404959850372,0.05585255,5.70%,2.33%
584,JBHT,2017,0.23208178441979932,0.178832249,5.70%,2.33%
585,JCI,2017,0.07050036350700006,0.124528954,5.70%,2.33%
586,JNJ,2017,0.12610716796259203,-0.027311573,5.70%,2.33%
587,JNJ,2017,0.29033758948944377,0.21802311600000002,5.70%,2.33%
588,JNPR,2017,0.08576930918759262,0.12401091800000001,5.70%,2.33%
589,JPM,2017,0.36811131511808837,0.0,5.70%,2.33%
590,K,2017,-0.0387679196112668,0.247268297,5.70%,2.33%
591,KEY,2017,0.21104638297181966,0.131466983,5.70%,2.33%
592,KHC,2017,-0.0941890110848157,0.020460709,5.70%,2.33%
593,KIM,2017,-0.33331209520024685,0.046510817999999995,5.70%,2.33%
594,KLAC,2017,0.24184186013399556,0.060955065999999995,5.70%,2.33%
595,KMB,2017,0.013406409116318851,0.145008265,5.70%,2.33%
596,KMI,2017,-0.14891783346568277,0.062110383,5.70%,2.33%
597,KMX,2017,0.18205077248556,0.220738308,5.70%,2.33%
598,KO,2017,0.18424979690489307,0.122446179,5.70%,2.33%
599,KR,2017,-0.1813038807710401,-0.048748253,5.70%,2.33%
600,KSS,2017,-0.01915054086306467,0.123013223,5.70%,2.33%
601,L,2017,0.12592097572518957,0.05253802900000001,5.70%,2.33%
602,LEG,2017,0.025416305568802366,0.219164943,5.70%,2.33%
603,LEN,2017,0.5408010867181949,0.11844908300000001,5.70%,2.33%
604,LH,2017,0.3393961013315605,-0.03512005,5.70%,2.33%
605,LKQ,2017,0.3246466711787692,0.150276579,5.70%,2.33%
606,LLY,2017,0.18259376697291652,-0.151407622,5.70%,2.33%
607,LMT,2017,0.421639472978653,0.076798045,5.70%,2.33%
608,LNC,2017,0.2469207680201122,-0.012918711000000001,5.70%,2.33%
609,LNT,2017,0.09907152498040817,0.069454411,5.70%,2.33%
610,LOW,2017,0.22122441082256605,0.23340579399999997,5.70%,2.33%
611,LRCX,2017,0.821214978768908,0.096780674,5.70%,2.33%
612,LUV,2017,0.15226783456952964,0.090394205,5.70%,2.33%
613,LYB,2017,0.31046660422802863,0.170251447,5.70%,2.33%
614,MA,2017,0.5402507228069529,-0.028489312000000003,5.70%,2.33%
615,MAA,2017,0.01570554766273702,0.133200664,5.70%,2.33%
616,MAC,2017,-0.004412231751733553,-0.016751593000000002,5.70%,2.33%
617,MAR,2017,0.7491268176904828,0.36317748299999997,5.70%,2.33%
618,MAS,2017,0.3507506707912893,0.454300396,5.70%,2.33%
619,MAT,2017,-0.36727128886955407,-0.17188077699999998,5.70%,2.33%
620,MCD,2017,0.4381766430451941,0.340088117,5.70%,2.33%
621,MCHP,2017,0.5806668854377102,-0.028718804,5.70%,2.33%
622,MCK,2017,-0.17222181980385132,0.070365938,5.70%,2.33%
623,MCO,2017,0.5771159294539869,0.303818728,5.70%,2.33%
624,MDLZ,2017,0.01734585824015955,-0.043597264000000004,5.70%,2.33%
625,MDT,2017,0.07701625974831372,0.314353066,5.70%,2.33%
626,MET,2017,0.04680805534376287,0.053458108,5.70%,2.33%
627,MHK,2017,0.2918406556420865,0.254307457,5.70%,2.33%
628,MKC,2017,0.10594573363603876,0.281373163,5.70%,2.33%
629,MLM,2017,0.010211207366664254,0.0,5.70%,2.33%
630,MMC,2017,0.24810947233070402,0.053460907,5.70%,2.33%
631,MMM,2017,0.46760607539400856,0.279940081,5.70%,2.33%
632,MNST,2017,0.6002828432126166,0.16393937,5.70%,2.33%
633,MO,2017,0.014853238989355644,-0.107904085,5.70%,2.33%
634,MOS,2017,-0.10068998146286146,0.0,5.70%,2.33%
635,MPC,2017,0.47026170060605965,-0.002316714,5.70%,2.33%
636,MRK,2017,0.01756745433054241,0.053756262,5.70%,2.33%
637,MRO,2017,0.10789930561485273,0.053045203,5.70%,2.33%
638,MS,2017,0.3379103916166275,-0.013860368999999999,5.70%,2.33%
639,MSFT,2017,0.3170464375866,-0.07411942099999999,5.70%,2.33%
640,MSI,2017,0.24902237284800588,0.061482792,5.70%,2.33%
641,MTB,2017,0.18915996898020482,0.097390861,5.70%,2.33%
642,MTD,2017,0.6043690910423973,0.25318686100000004,5.70%,2.33%
643,MU,2017,1.2566271810451703,0.19393680100000002,5.70%,2.33%
644,MUR,2017,0.18964861024830415,-0.01203487,5.70%,2.33%
645,NAVI,2017,-0.014054447820351812,-0.039859379,5.70%,2.33%
646,NEE,2017,0.3019926929201808,-0.013817956999999999,5.70%,2.33%
647,NEM,2017,0.15480698749596078,-0.000212494,5.70%,2.33%
648,NFLX,2017,0.9742245105723462,-0.333091653,5.70%,2.33%
649,NI,2017,0.1517338246517792,0.034059626,5.70%,2.33%
650,NKE,2017,0.08271229693049031,0.285125022,5.70%,2.33%
651,NOC,2017,0.5008476913352897,0.070369965,5.70%,2.33%
652,NOV,2017,-0.01991388861229837,-0.06969656,5.70%,2.33%
653,NRG,2017,0.6112360845539375,-0.063924523,5.70%,2.33%
654,NSC,2017,0.28020399306141597,0.411268201,5.70%,2.33%
655,NTAP,2017,0.6219494180352316,0.124493462,5.70%,2.33%
656,NTRS,2017,0.2938030901709503,0.065950465,5.70%,2.33%
657,NUE,2017,0.14074315416428185,0.0,5.70%,2.33%
658,NVDA,2017,2.1209906447734754,0.040588429,5.70%,2.33%
659,NWL,2017,-0.4324287465825992,0.028939014,5.70%,2.33%
660,NWS,2017,0.12128988457767997,-0.11341601300000001,5.70%,2.33%
661,NWSA,2017,0.1302743867387881,-0.11341601300000001,5.70%,2.33%
662,O,2017,-0.0785300774943547,0.0,5.70%,2.33%
663,OKE,2017,0.15025859497840632,0.086186595,5.70%,2.33%
664,OMC,2017,-0.09236823641710745,0.049926818,5.70%,2.33%
665,ORLY,2017,0.024361273849249132,0.199756338,5.70%,2.33%
666,OXY,2017,0.15539580243918172,0.221005591,5.70%,2.33%
667,PAYX,2017,-0.012481904176953607,0.274245207,5.70%,2.33%
668,PBI,2017,-0.14606749468350688,0.10707773,5.70%,2.33%
669,PCAR,2017,0.1561640237922297,0.168726166,5.70%,2.33%
670,PCG,2017,-0.29086061984197487,-0.06640542599999999,5.70%,2.33%
671,PDCO,2017,-0.08036420607862926,-0.063790842,5.70%,2.33%
672,PEG,2017,0.22485154971284782,-0.040952736,5.70%,2.33%
673,PEP,2017,0.18638349838795176,0.04713791,5.70%,2.33%
674,PFE,2017,0.2547763891048396,0.0,5.70%,2.33%
675,PFG,2017,0.22109897691966984,0.12538211400000002,5.70%,2.33%
676,PG,2017,0.08415846545678374,0.027961987999999997,5.70%,2.33%
677,PGR,2017,0.45321325048338834,0.0,5.70%,2.33%
678,PHM,2017,0.5510704284730705,0.251954993,5.70%,2.33%
679,PKI,2017,0.12503834387889046,0.08635392300000001,5.70%,2.33%
680,PKI,2017,0.5300455299997713,0.07350741,5.70%,2.33%
681,PLD,2017,0.3300073445440994,0.049570591,5.70%,2.33%
682,PM,2017,0.16742433657411682,-0.05333295,5.70%,2.33%
683,PNC,2017,0.3397285944138093,0.126080257,5.70%,2.33%
684,PNR,2017,0.20353067141603476,0.039820812000000004,5.70%,2.33%
685,PNW,2017,0.06205251856719496,0.022540076000000003,5.70%,2.33%
686,PPG,2017,0.17835814490155544,0.36500429,5.70%,2.33%
687,PPL,2017,-0.046790593211863074,0.046608200999999995,5.70%,2.33%
688,PRGO,2017,0.2218027601251369,0.052822292,5.70%,2.33%
689,PRU,2017,0.18271823654034036,0.103473156,5.70%,2.33%
690,PSA,2017,-0.0648754525531624,0.050224245,5.70%,2.33%
691,PSX,2017,0.2835672450508917,0.069829637,5.70%,2.33%
692,PVH,2017,0.11191706657969513,-0.10315726300000001,5.70%,2.33%
693,PWR,2017,0.04975395911571634,-0.015332348,5.70%,2.33%
694,PXD,2017,0.022081955715860024,0.037839596,5.70%,2.33%
695,PYPL,2017,1.1018564349329032,0.019546159,5.70%,2.33%
696,QCOM,2017,-0.1678297255844634,-0.018652524,5.70%,2.33%
697,QRVO,2017,0.5345560728087588,0.007300917,5.70%,2.33%
698,R,2017,0.13884768746213538,0.212898699,5.70%,2.33%
699,RCL,2017,0.43933005731033514,0.079454731,5.70%,2.33%
700,REGN,2017,0.10238022935753799,-0.079279473,5.70%,2.33%
701,RHI,2017,0.2666347612530089,0.096868621,5.70%,2.33%
702,RIG,2017,-0.2064982333269847,-0.109972575,5.70%,2.33%
703,RL,2017,-0.1481934975818937,-0.10281624,5.70%,2.33%
704,ROP,2017,0.47770782790131117,0.028328739,5.70%,2.33%
705,ROST,2017,0.2692048329531762,0.147824055,5.70%,2.33%
706,RRC,2017,-0.5594648814781658,0.079558861,5.70%,2.33%
707,RSG,2017,0.21293439723279017,0.042777569,5.70%,2.33%
708,SBUX,2017,0.06325941397696178,0.18115917899999998,5.70%,2.33%
709,SCHW,2017,1.1410371469454978,0.19879699899999997,5.70%,2.33%
710,SEE,2017,0.005396495425886272,0.08352353900000001,5.70%,2.33%
711,SHW,2017,0.3961905403356456,0.0,5.70%,2.33%
712,SIG,2017,-0.3198301378394445,0.125597009,5.70%,2.33%
713,SJM,2017,0.011306518474932137,0.0,5.70%,2.33%
714,SLB,2017,-0.0823049321503132,0.075219762,5.70%,2.33%
715,SLG,2017,-0.07159593084954452,-0.033478213,5.70%,2.33%
716,SNA,2017,-0.0016270484935612117,0.22728325800000002,5.70%,2.33%
717,SO,2017,-0.03551592730105413,0.0,5.70%,2.33%
718,SPG,2017,-0.04423921831295974,0.05810859,5.70%,2.33%
719,SPGI,2017,0.5121383433534763,0.22755102300000002,5.70%,2.33%
720,SRCL,2017,-0.05032770398030395,-0.005306103,5.70%,2.33%
721,SRE,2017,0.08122006634506662,-0.039004273,5.70%,2.33%
722,STT,2017,0.47125984949215494,0.010288387,5.70%,2.33%
723,STX,2017,0.08171664375362231,0.065397291,5.70%,2.33%
724,STZ,2017,0.08243318701312452,0.287182987,5.70%,2.33%
725,SWK,2017,0.3704974271012005,0.312672514,5.70%,2.33%
726,SWKS,2017,0.4742639006363114,0.17365394399999998,5.70%,2.33%
727,SYF,2017,0.10602328831756491,0.130859372,5.70%,2.33%
728,SYK,2017,0.39200809125902514,0.22821082199999998,5.70%,2.33%
729,SYY,2017,0.03960443560267124,0.309888954,5.70%,2.33%
730,T,2017,-0.04276106308019034,0.0,5.70%,2.33%
731,TAP,2017,-0.10946627404109133,0.12072749699999999,5.70%,2.33%
732,TDC,2017,0.4085428323278961,0.032614534,5.70%,2.33%
733,TDG,2017,0.10534152918255946,0.19921456199999998,5.70%,2.33%
734,TEL,2017,0.45353313254115246,0.0018380970000000001,5.70%,2.33%
735,TGNA,2017,0.07762742445075732,0.032057807,5.70%,2.33%
736,TGT,2017,-0.11833498868100123,0.139975471,5.70%,2.33%
737,TJX,2017,0.07547328831225086,0.313250384,5.70%,2.33%
738,TMO,2017,0.5028648532014623,0.255385757,5.70%,2.33%
739,TRIP,2017,-0.3320573930524122,0.125745131,5.70%,2.33%
740,TROW,2017,0.7025570841395401,0.12580857199999998,5.70%,2.33%
741,TRV,2017,0.29482842977062074,0.09628562,5.70%,2.33%
742,TSCO,2017,0.08059008680537749,0.16959127100000002,5.70%,2.33%
743,TSN,2017,0.02394445765737907,0.251394774,5.70%,2.33%
744,TXN,2017,0.4451490785227088,0.321872357,5.70%,2.33%
745,TXT,2017,0.29225645315840265,0.085974945,5.70%,2.33%
746,UA,2017,-0.4822638624106058,0.18788888399999998,5.70%,2.33%
747,UAA,2017,-0.5124395509228792,0.18788888399999998,5.70%,2.33%
748,UAL,2017,-0.06567204412028149,-0.022944823,5.70%,2.33%
749,UDR,2017,0.07040350305117049,0.019910706,5.70%,2.33%
750,UHS,2017,0.09057525225248986,-0.07899669,5.70%,2.33%
751,ULTA,2017,0.6689266805913083,0.274646708,5.70%,2.33%
752,UNH,2017,0.48205672216036444,0.131077645,5.70%,2.33%
753,UNM,2017,0.19705425592458425,0.212106541,5.70%,2.33%
754,UPS,2017,0.12844781220786383,0.155525784,5.70%,2.33%
755,URBN,2017,0.0003714795265041815,0.105252999,5.70%,2.33%
756,URI,2017,0.41445983805563436,0.261016989,5.70%,2.33%
757,USB,2017,0.11014725267926306,0.0,5.70%,2.33%
758,V,2017,0.3435432877751201,0.024293196,5.70%,2.33%
759,VFC,2017,0.6548165653929987,0.179793473,5.70%,2.33%
760,VMC,2017,0.07848689801952613,0.210517288,5.70%,2.33%
761,VNO,2017,-0.1609667194073523,0.014203483999999999,5.70%,2.33%
762,VRSK,2017,0.19796965090902918,0.288250424,5.70%,2.33%
763,VRSN,2017,0.3873083449573702,0.039863663,5.70%,2.33%
764,VRTX,2017,0.9736904326503377,-0.009688284,5.70%,2.33%
765,VTR,2017,-0.06658057992292099,-0.038263222,5.70%,2.33%
766,VZ,2017,0.1456008534271549,0.0,5.70%,2.33%
767,WAT,2017,0.5244412896020796,0.152250359,5.70%,2.33%
768,WBA,2017,-0.03214667400041282,0.035219325,5.70%,2.33%
769,WDC,2017,0.8988845475761769,-0.07109410299999999,5.70%,2.33%
770,WEC,2017,0.1246943219529617,0.177518227,5.70%,2.33%
771,WFC,2017,0.19705810607448737,0.0,5.70%,2.33%
772,WHR,2017,0.06714403247307432,0.058300432,5.70%,2.33%
773,WM,2017,0.29230675158763963,0.146642501,5.70%,2.33%
774,WMB,2017,0.16547800126253454,0.205810123,5.70%,2.33%
775,WMT,2017,0.09561809750942829,0.0,5.70%,2.33%
776,WU,2017,0.08898407185302148,-0.100212064,5.70%,2.33%
777,WY,2017,0.22520699554803558,0.236120897,5.70%,2.33%
778,WYNN,2017,0.6988241914434195,0.066894423,5.70%,2.33%
779,XEL,2017,0.14479849974837733,0.124988554,5.70%,2.33%
780,XOM,2017,0.06155366194375533,0.0,5.70%,2.33%
781,XRAY,2017,0.09590240989735843,0.160820295,5.70%,2.33%
782,XRX,2017,0.21521232541542012,0.022500556,5.70%,2.33%
783,XYL,2017,0.49524003900717095,0.33583200700000004,5.70%,2.33%
784,YUM,2017,0.30414007197455106,0.033542045,5.70%,2.33%
785,ZBH,2017,0.10012668498526778,0.216623443,5.70%,2.33%
786,ZION,2017,0.2889610228025379,0.274784912,5.70%,2.33%
787,ZTS,2017,0.4536359892867661,0.10491083300000001,5.70%,2.33%
788,A,2018,0.054329377056766326,0.270868368,5.40%,2.91%
789,AAL,2018,-0.302314812713084,0.190441112,5.40%,2.91%
790,AAP,2018,0.2622833305491983,0.233895181,5.40%,2.91%
791,AAPL,2018,0.2922810642836078,0.10276796099999999,5.40%,2.91%
792,ABBV,2018,-0.28755411223609917,0.17499498,5.40%,2.91%
793,ABC,2018,0.15882146058721536,0.051011855,5.40%,2.91%
794,ABT,2018,0.16885187338584884,0.21105263600000002,5.40%,2.91%
795,ACN,2018,0.3049056759030382,0.089988418,5.40%,2.91%
796,ADBE,2018,0.2731570589675356,0.211088341,5.40%,2.91%
797,ADI,2018,0.09674439412828373,0.12165433199999999,5.40%,2.91%
798,ADM,2018,0.0834687031832364,0.340735557,5.40%,2.91%
